Gene Symbol,GSM155938,GSM155940,GSM155941,GSM155942,GSM155963,GSM155985,GSM155990
FASTKD2,5.29024007393789,5.0082044966948205,3.9976446821357,5.255882128278031,5.28684788855395,6.7764856725805,5.782487198051901
EPHA1,7.74292916492592,7.6212167187457505,7.38164676958091,5.8434864504848,5.595059015630059,6.3224023029383805,7.51722844259824
KL,5.6620658956304,2.95358559537044,3.47974793436622,3.4592348740806496,3.38885079305898,4.990986617485469,3.4830805408544396
SCGB2A1,2.66702692987734,2.5518580403845896,2.73433460624321,2.5420029240526296,4.54853526713845,2.58986174027818,2.54778294810711
ING2,6.77451035182598,6.49246531030859,6.8798527725532495,7.14622753062724,6.51454679831996,7.10322485307302,6.283542163227769
SFTPC,2.2067869862567995,2.19996124748602,2.21468747105213,2.20015277061209,2.2222945208512996,2.2002186989203,2.2078866061947404
DPEP1,3.1411335609055198,3.1349306105822,3.15261827170255,3.13972160083171,3.15757572713777,3.13462345795976,3.15299947123479
CRHBP,7.507033457429951,2.8526001677403303,8.63998819320843,2.4256284865569704,2.34993703319617,2.34408992074993,2.47669533918397
AATK,5.132157297938,5.25146915528085,5.46367476536846,5.423904185911519,5.50831772048492,5.464923068353599,6.374709138049541
CD1C,5.248918077001269,4.47463721476905,4.41521782488884,4.00756330586319,3.6317445617917596,3.60710538375849,4.6759231697756505
CD84,5.2701289688860395,6.370997705419531,6.78235614046323,5.2669626511583,4.75846841872617,5.97745166268718,4.42972976860253
WNT5A,4.66476156760603,5.60808475693382,3.6471302749536605,5.1592174358928,4.97463943767312,4.560268628077281,8.24102977444675
PRRX1,2.7282971393334003,3.23605323744645,2.7430021676221203,2.7267178891039596,2.6898403492493097,2.7757037689777797,2.6739611358902997
IL15,5.1592618459505,5.84208629663007,6.04617234689384,6.003456070956809,4.981939395004099,6.79583187175359,3.1312865589999404
TBX2,4.36108754988206,4.13684760419288,4.040708356961161,4.47878417778254,4.7535831438461695,3.72070529970778,4.33951511628185
ELK4,3.37327235180331,3.47239678782552,4.49228904495756,3.78429457803176,3.50124804706721,3.62300061033145,3.4874220337637096
IQCB1,5.35918378997451,5.222626840234571,5.32927431775082,5.94529165767843,5.2845659532561395,6.23749488580539,5.948895149686919
AK2,7.98404812429356,7.81461450763909,8.54749995612638,7.0237765271161905,8.33825949026652,6.990330918676209,5.4093366218902394
ADAM28,4.49938670222364,6.7667939028671205,4.54362579436837,4.03689011054027,2.6540344818771002,5.53426396904943,3.87264164019394
CYP3A4,8.94211272333935,10.6100743718502,7.017253838968941,8.85521732992191,11.833123325910599,10.916879658983,9.50518234612778
MEP1A,1.9906463265815701,2.00868049743775,3.46653576603853,1.9716263197383501,2.00617592382042,2.00648833577097,7.09936885229227
NPY,2.12357681147719,2.17112994996806,2.15139450846717,2.13997693581724,2.16099761159771,2.12971163979345,2.1468246343541004
ADGRG2,3.02027283118981,8.99351586488876,2.69887187776145,3.7113076745340403,2.7014936102572698,2.6880326118865003,2.86475865094802
CEP135,5.604038696561751,5.14273608839472,6.3085356237654,5.5607455197236,4.6703078360273,5.820924375036549,5.13312782391883
TGM3,3.27686436457349,3.29159766465643,2.81942703301048,5.26198205698432,5.89175211544424,3.4610308119302005,3.5981746121480094
CEP162,5.19528853481623,4.811450479172049,5.146451575316919,5.433523684552929,4.5457521956910805,5.619477572397621,5.30300988745134
